USER,AGE,GENDER,COUNTRY,ENGLISH,EDUCATION,GLASSES,DODGYEYES,TOPIC,DIFF,VIS,mental,physical,temp,perf,effort,frust,IMAGE,TREL,SIZE,urel,time,viewdoc,viewtopic
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,40,very_difficult,semantic,75,80,85,65,70,80,12/12985,0,lrg,0,3827,1,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,40,very_difficult,semantic,75,80,85,65,70,80,10/10551,1,med,1,7072,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,40,very_difficult,semantic,75,80,85,65,70,80,Mar-59,0,sml,0,6609,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,40,very_difficult,semantic,75,80,85,65,70,80,17/17420,1,sml,0,3372,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,40,very_difficult,semantic,75,80,85,65,70,80,11/11355,0,med,0,4868,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,40,very_difficult,semantic,75,80,85,65,70,80,14/14035,1,lrg,0,4460,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,57,easy,semantic,75,75,70,70,75,75,14/14063,0,med,0,3544,1,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,57,easy,semantic,75,75,70,70,75,75,38/38873,1,sml,1,3929,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,57,easy,semantic,75,75,70,70,75,75,38/38874,1,med,1,1856,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,57,easy,semantic,75,75,70,70,75,75,32/32634,1,lrg,0,3405,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,57,easy,semantic,75,75,70,70,75,75,14/14523,0,sml,0,2927,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,57,easy,semantic,75,75,70,70,75,75,Jun-45,0,lrg,0,3655,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,55,difficult,visual,75,75,75,75,75,75,Jul-57,1,lrg,1,1835,1,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,55,difficult,visual,75,75,75,75,75,75,20/20299,0,sml,0,2756,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,55,difficult,visual,75,75,75,75,75,75,19/19993,0,med,0,2446,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,55,difficult,visual,75,75,75,75,75,75,16/16205,1,sml,1,2738,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,55,difficult,visual,75,75,75,75,75,75,22/22004,1,med,1,3367,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,55,difficult,visual,75,75,75,75,75,75,Mar-66,0,lrg,0,3873,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,60,medium_hard,medium_visual,75,75,65,70,70,70,Aug-62,0,med,0,1817,1,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,60,medium_hard,medium_visual,75,75,65,70,70,70,26/26500,0,sml,0,3950,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,60,medium_hard,medium_visual,75,75,65,70,70,70,19/19304,1,lrg,1,3415,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,60,medium_hard,medium_visual,75,75,65,70,70,70,Sep-78,1,med,1,3644,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,60,medium_hard,medium_visual,75,75,65,70,70,70,30/30560,0,lrg,0,3235,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,60,medium_hard,medium_visual,75,75,65,70,70,70,11/11490,1,sml,1,5444,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,18,difficult,medium_visual,75,75,70,70,70,70,Jul-75,0,med,0,3186,1,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,18,difficult,medium_visual,75,75,70,70,70,70,32/32701,0,lrg,0,3149,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,18,difficult,medium_visual,75,75,70,70,70,70,35/35869,1,med,1,2469,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,18,difficult,medium_visual,75,75,70,70,70,70,38/38192,1,lrg,1,2973,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,18,difficult,medium_visual,75,75,70,70,70,70,32/32635,0,sml,0,3970,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,18,difficult,medium_visual,75,75,70,70,70,70,35/35792,1,sml,1,2925,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,11,medium_hard,visual,85,85,85,85,85,85,37/37299,1,med,1,4417,1,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,11,medium_hard,visual,85,85,85,85,85,85,37/37297,1,lrg,1,3399,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,11,medium_hard,visual,85,85,85,85,85,85,37/37265,1,sml,1,1591,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,11,medium_hard,visual,85,85,85,85,85,85,13/13277,0,lrg,0,2487,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,11,medium_hard,visual,85,85,85,85,85,85,01/1053,0,sml,0,3425,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,11,medium_hard,visual,85,85,85,85,85,85,Sep-64,0,med,0,2448,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,52,difficult,semantic,75,75,75,80,80,75,Mar-19,0,sml,0,3553,1,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,52,difficult,semantic,75,75,75,80,80,75,31/31702,1,lrg,1,2800,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,52,difficult,semantic,75,75,75,80,80,75,31/31543,1,med,1,10416,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,52,difficult,semantic,75,75,75,80,80,75,26/26514,0,lrg,0,2667,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,52,difficult,semantic,75,75,75,80,80,75,Sep-24,0,med,0,3154,0,0
5509befa442a6,32,male,türk,2,ug,no-glasses,yok,52,difficult,semantic,75,75,75,80,80,75,40/40150,1,sml,0,2605,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,17,easy,medium_visual,25,15,30,55,40,20,31/31090,1,med,0,13414,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,17,easy,medium_visual,25,15,30,55,40,20,17/17876,1,sml,1,3761,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,17,easy,medium_visual,25,15,30,55,40,20,40/40323,0,med,0,4938,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,17,easy,medium_visual,25,15,30,55,40,20,Mar-10,1,lrg,1,3214,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,17,easy,medium_visual,25,15,30,55,40,20,12/12518,0,sml,0,5239,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,17,easy,medium_visual,25,15,30,55,40,20,Jul-22,0,lrg,0,4562,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,40,very_difficult,semantic,40,15,30,45,30,25,Apr-44,0,sml,0,2964,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,40,very_difficult,semantic,40,15,30,45,30,25,Sep-81,1,med,1,2289,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,40,very_difficult,semantic,40,15,30,45,30,25,24/24330,0,med,0,2568,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,40,very_difficult,semantic,40,15,30,45,30,25,35/35846,1,lrg,1,2668,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,40,very_difficult,semantic,40,15,30,45,30,25,16/16034,1,sml,1,2793,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,40,very_difficult,semantic,40,15,30,45,30,25,37/37822,0,lrg,0,2416,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,19,medium_hard,semantic,40,15,25,50,35,30,31/31894,0,lrg,0,4289,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,19,medium_hard,semantic,40,15,25,50,35,30,36/36046,0,sml,0,2998,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,19,medium_hard,semantic,40,15,25,50,35,30,38/38144,1,lrg,1,2726,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,19,medium_hard,semantic,40,15,25,50,35,30,31/31394,1,med,1,2901,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,19,medium_hard,semantic,40,15,25,50,35,30,30/30506,1,sml,1,5152,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,19,medium_hard,semantic,40,15,25,50,35,30,10/10859,0,med,0,2272,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,7,medium_hard,visual,40,15,25,50,20,25,Sep-78,1,sml,1,2716,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,7,medium_hard,visual,40,15,25,50,20,25,Jun-10,1,lrg,1,2766,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,7,medium_hard,visual,40,15,25,50,20,25,Jul-55,1,med,1,2036,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,7,medium_hard,visual,40,15,25,50,20,25,11/11084,0,lrg,0,2144,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,7,medium_hard,visual,40,15,25,50,20,25,Jul-62,0,sml,0,2113,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,7,medium_hard,visual,40,15,25,50,20,25,26/26734,0,med,0,2153,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,35,easy,visual,35,15,30,50,15,15,Mar-38,1,med,1,2933,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,35,easy,visual,35,15,30,50,15,15,Feb-14,1,lrg,1,2535,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,35,easy,visual,35,15,30,50,15,15,Jun-02,0,med,0,2318,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,35,easy,visual,35,15,30,50,15,15,May-39,1,sml,1,2527,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,35,easy,visual,35,15,30,50,15,15,Sep-47,0,sml,0,2017,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,35,easy,visual,35,15,30,50,15,15,15/15817,0,lrg,0,3445,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,39,very_difficult,medium_visual,30,15,30,60,15,15,16/16919,1,med,1,2345,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,39,very_difficult,medium_visual,30,15,30,60,15,15,18/18515,1,sml,1,2326,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,39,very_difficult,medium_visual,30,15,30,60,15,15,20/20262,1,lrg,1,1904,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,39,very_difficult,medium_visual,30,15,30,60,15,15,16/16548,0,sml,0,2758,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,39,very_difficult,medium_visual,30,15,30,60,15,15,14/14579,0,lrg,0,2332,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,39,very_difficult,medium_visual,30,15,30,60,15,15,18/18916,0,med,0,2991,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,51,difficult,medium_visual,30,15,40,50,15,15,20/20243,0,med,0,2054,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,51,difficult,medium_visual,30,15,40,50,15,15,19/19777,1,med,1,1918,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,51,difficult,medium_visual,30,15,40,50,15,15,23/23371,1,lrg,1,2326,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,51,difficult,medium_visual,30,15,40,50,15,15,11/11623,0,lrg,0,2325,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,51,difficult,medium_visual,30,15,40,50,15,15,23/23729,1,sml,1,2614,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,51,difficult,medium_visual,30,15,40,50,15,15,18/18149,0,sml,0,2177,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,46,difficult,semantic,30,15,30,50,15,15,12/12332,0,lrg,0,2288,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,46,difficult,semantic,30,15,30,50,15,15,30/30340,1,med,1,5852,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,46,difficult,semantic,30,15,30,50,15,15,Jun-24,0,med,0,1756,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,46,difficult,semantic,30,15,30,50,15,15,35/35648,1,lrg,1,4576,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,46,difficult,semantic,30,15,30,50,15,15,38/38741,1,sml,1,2540,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,46,difficult,semantic,30,15,30,50,15,15,32/32648,0,sml,0,2111,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,55,difficult,visual,30,15,40,45,20,15,Mar-12,0,med,0,2521,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,55,difficult,visual,30,15,40,45,20,15,May-73,1,lrg,1,1938,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,55,difficult,visual,30,15,40,45,20,15,31/31456,0,lrg,0,4397,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,55,difficult,visual,30,15,40,45,20,15,15/15417,0,sml,0,1896,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,55,difficult,visual,30,15,40,45,20,15,26/26163,1,sml,0,2269,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,55,difficult,visual,30,15,40,45,20,15,21/21167,1,med,1,2029,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,6,medium_hard,medium_visual,35,10,30,45,15,15,32/32881,0,sml,0,3226,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,6,medium_hard,medium_visual,35,10,30,45,15,15,10/10904,0,lrg,0,2313,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,6,medium_hard,medium_visual,35,10,30,45,15,15,May-30,0,med,0,2681,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,6,medium_hard,medium_visual,35,10,30,45,15,15,37/37626,1,lrg,1,2486,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,6,medium_hard,medium_visual,35,10,30,45,15,15,37/37595,1,sml,1,2164,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,6,medium_hard,medium_visual,35,10,30,45,15,15,37/37633,1,med,1,2130,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,57,easy,semantic,25,15,35,50,20,20,22/22577,0,med,0,1765,1,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,57,easy,semantic,25,15,35,50,20,20,22/22677,0,lrg,0,2578,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,57,easy,semantic,25,15,35,50,20,20,Aug-40,0,sml,0,2184,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,57,easy,semantic,25,15,35,50,20,20,38/38872,1,sml,0,1990,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,57,easy,semantic,25,15,35,50,20,20,38/38876,1,med,1,2388,0,0
5509befe06185,29,female,Bulgarian,4,pg,no-glasses,,57,easy,semantic,25,15,35,50,20,20,32/32627,1,lrg,1,2140,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,33,medium_hard,visual,75,35,60,80,80,25,32/32864,0,lrg,0,55483,2,1
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,33,medium_hard,visual,75,35,60,80,80,25,13/13647,0,sml,0,3130,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,33,medium_hard,visual,75,35,60,80,80,25,32/32338,1,med,1,3797,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,33,medium_hard,visual,75,35,60,80,80,25,32/32313,1,lrg,1,2274,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,33,medium_hard,visual,75,35,60,80,80,25,17/17377,1,sml,1,1626,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,33,medium_hard,visual,75,35,60,80,80,25,19/19589,0,med,1,3610,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,24,difficult,medium_visual,80,35,45,85,85,25,27/27429,0,med,0,4795,1,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,24,difficult,medium_visual,80,35,45,85,85,25,34/34138,1,med,1,3682,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,24,difficult,medium_visual,80,35,45,85,85,25,37/37379,1,sml,1,3122,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,24,difficult,medium_visual,80,35,45,85,85,25,40/40356,0,sml,0,3418,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,24,difficult,medium_visual,80,35,45,85,85,25,20/20962,0,lrg,0,3264,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,24,difficult,medium_visual,80,35,45,85,85,25,37/37384,1,lrg,1,3632,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,4,very_difficult,semantic,75,35,45,85,85,25,10/10960,1,sml,1,3115,1,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,4,very_difficult,semantic,75,35,45,85,85,25,Sep-97,1,lrg,1,3696,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,4,very_difficult,semantic,75,35,45,85,85,25,Jun-48,0,lrg,0,2632,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,4,very_difficult,semantic,75,35,45,85,85,25,Aug-91,0,med,0,2322,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,4,very_difficult,semantic,75,35,45,85,85,25,Aug-49,0,sml,0,2107,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,4,very_difficult,semantic,75,35,45,85,85,25,16/16980,1,med,1,2932,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,17,easy,medium_visual,75,35,65,85,85,30,24/24177,1,med,1,2891,1,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,17,easy,medium_visual,75,35,65,85,85,30,30/30311,0,lrg,0,4825,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,17,easy,medium_visual,75,35,65,85,85,30,10/10639,1,sml,1,2089,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,17,easy,medium_visual,75,35,65,85,85,30,18/18403,0,med,0,2583,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,17,easy,medium_visual,75,35,65,85,85,30,Mar-69,1,lrg,1,1586,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,17,easy,medium_visual,75,35,65,85,85,30,Sep-54,0,sml,0,4974,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,37,difficult,semantic,85,25,55,85,85,30,39/39928,0,lrg,0,6274,1,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,37,difficult,semantic,85,25,55,85,85,30,14/14473,1,med,1,2289,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,37,difficult,semantic,85,25,55,85,85,30,11/11049,1,sml,1,1551,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,37,difficult,semantic,85,25,55,85,85,30,12/12131,1,lrg,0,7823,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,37,difficult,semantic,85,25,55,85,85,30,25/25180,0,sml,0,3976,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,37,difficult,semantic,85,25,55,85,85,30,17/17780,0,med,1,3163,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,14,difficult,visual,75,50,65,85,85,30,31/31497,0,med,1,4261,1,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,14,difficult,visual,75,50,65,85,85,30,30/30033,0,lrg,0,2418,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,14,difficult,visual,75,50,65,85,85,30,10/10816,0,sml,0,1746,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,14,difficult,visual,75,50,65,85,85,30,31/31622,1,med,1,2088,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,14,difficult,visual,75,50,65,85,85,30,31/31671,1,sml,1,1645,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,14,difficult,visual,75,50,65,85,85,30,25/25444,1,lrg,1,2804,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,16,medium_hard,semantic,80,55,55,85,85,40,38/38041,1,med,1,5632,2,1
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,16,medium_hard,semantic,80,55,55,85,85,40,38/38077,1,sml,1,3374,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,16,medium_hard,semantic,80,55,55,85,85,40,38/38221,1,lrg,0,2220,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,16,medium_hard,semantic,80,55,55,85,85,40,Mar-88,0,med,0,2130,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,16,medium_hard,semantic,80,55,55,85,85,40,Jul-62,0,sml,1,2308,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,16,medium_hard,semantic,80,55,55,85,85,40,01/1011,0,lrg,0,3556,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,35,easy,visual,85,55,50,85,85,35,13/13930,1,med,1,3206,1,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,35,easy,visual,85,55,50,85,85,35,34/34167,0,sml,0,1948,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,35,easy,visual,85,55,50,85,85,35,12/12097,1,sml,0,4659,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,35,easy,visual,85,55,50,85,85,35,32/32147,0,lrg,0,3122,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,35,easy,visual,85,55,50,85,85,35,Sep-52,0,med,0,3657,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,35,easy,visual,85,55,50,85,85,35,23/23704,1,lrg,1,1957,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,57,easy,semantic,65,55,70,85,85,40,32/32630,1,lrg,1,2273,1,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,57,easy,semantic,65,55,70,85,85,40,38/38873,1,sml,1,1691,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,57,easy,semantic,65,55,70,85,85,40,Aug-87,0,sml,0,1794,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,57,easy,semantic,65,55,70,85,85,40,32/32624,1,med,1,4065,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,57,easy,semantic,65,55,70,85,85,40,26/26656,0,lrg,0,1893,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,57,easy,semantic,65,55,70,85,85,40,31/31509,0,med,0,2548,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,39,very_difficult,medium_visual,80,60,60,85,85,45,11/11614,1,med,1,1560,1,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,39,very_difficult,medium_visual,80,60,60,85,85,45,18/18694,0,sml,0,1549,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,39,very_difficult,medium_visual,80,60,60,85,85,45,Feb-09,0,lrg,0,2354,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,39,very_difficult,medium_visual,80,60,60,85,85,45,32/32082,0,med,0,2465,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,39,very_difficult,medium_visual,80,60,60,85,85,45,22/22466,1,sml,1,1773,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,39,very_difficult,medium_visual,80,60,60,85,85,45,Sep-40,1,lrg,1,1985,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,6,medium_hard,medium_visual,45,35,50,85,85,30,18/18367,0,med,0,1780,1,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,6,medium_hard,medium_visual,45,35,50,85,85,30,30/30032,0,sml,1,1614,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,6,medium_hard,medium_visual,45,35,50,85,85,30,Aug-41,0,lrg,0,3468,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,6,medium_hard,medium_visual,45,35,50,85,85,30,37/37788,1,lrg,1,2569,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,6,medium_hard,medium_visual,45,35,50,85,85,30,37/37668,1,med,1,1748,0,0
5509bf046e61f,25,male,Serbian,4,ug,no-glasses,,6,medium_hard,medium_visual,45,35,50,85,85,30,38/38006,1,sml,1,1492,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,44,medium_hard,semantic,70,55,70,70,70,50,39/39059,1,lrg,1,10580,1,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,44,medium_hard,semantic,70,55,70,70,70,50,39/39089,1,med,1,3876,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,44,medium_hard,semantic,70,55,70,70,70,50,25/25552,0,lrg,0,6365,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,44,medium_hard,semantic,70,55,70,70,70,50,39/39297,1,sml,1,3210,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,44,medium_hard,semantic,70,55,70,70,70,50,39/39666,0,sml,1,4124,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,44,medium_hard,semantic,70,55,70,70,70,50,20/20763,0,med,0,4436,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,35,easy,visual,75,65,70,70,60,50,38/38914,1,lrg,1,3256,1,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,35,easy,visual,75,65,70,70,60,50,Sep-19,0,sml,0,5157,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,35,easy,visual,75,65,70,70,60,50,Aug-66,0,lrg,0,5712,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,35,easy,visual,75,65,70,70,60,50,12/12495,1,sml,1,3482,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,35,easy,visual,75,65,70,70,60,50,30/30863,0,med,0,3969,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,35,easy,visual,75,65,70,70,60,50,Jun-39,1,med,1,3584,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,9,very_difficult,semantic,65,65,65,55,55,45,25/25235,1,sml,1,3656,1,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,9,very_difficult,semantic,65,65,65,55,55,45,01/1157,1,med,1,3269,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,9,very_difficult,semantic,65,65,65,55,55,45,Mar-72,0,med,0,4009,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,9,very_difficult,semantic,65,65,65,55,55,45,24/24347,0,lrg,0,4085,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,9,very_difficult,semantic,65,65,65,55,55,45,01/1551,0,sml,1,3358,0,0
5509bf069e2d5,37,female,INDIAN,4,ug,no-glasses,,9,very_difficult,semantic,65,65,65,55,55,45,01/1301,1,lrg,1,3819,0,0
